number	hits	start	end	length	score	scaff	strand	taxon_name	taxon_id
2516	WP_236787847.1,WP_236787845.1	176037	179902	3870	1217	NZ_BAAIAT010000004.1		GCF_054766975.1	1396
2517	WP_236787847.1,WP_236787845.1	175947	179812	3870	1217	NZ_BAAIAS010000003.1		GCF_054766995.1	1396
2518	WP_048601941.1,WP_048601942.1	280516	282969	2439	1214	NZ_CVPE01000006.1		GCF_001049895.1	1631346
2519	WP_048560164.1,WP_048560165.1,WP_088057209.1	85756	89573	2997	1214	NZ_NVPQ01000017.1		GCF_002550225.1	1890302
2520	WP_088057209.1,WP_048560165.1,WP_048560164.1	42883	46700	2997	1214	NZ_NVGQ01000026.1		GCF_002569715.1	1890302
2521	WP_197229427.1,WP_197229428.1,WP_088057209.1	108243	112060	3003	1214	NZ_LDGX01000034.1		GCF_015845075.1	1890302
2522	WP_088057209.1,WP_048560165.1,WP_048560164.1	352739	356556	2997	1214	NZ_JAUCFN010000002.1		GCF_030348415.1	1890302
2523	WP_048560164.1,WP_048560165.1,WP_088057209.1	5023050	5026867	2997	1214	NZ_JAZDWG010000001.1		GCF_036350675.1	1890302
2524	WP_048560164.1,WP_048560165.1,WP_088057209.1	165653	169470	2997	1214	NZ_JBCMHN010000004.1		GCF_050456545.1	1890302
2525	WP_088057209.1,WP_048560165.1,WP_048560164.1	42900	46717	2997	1214	NZ_FMJO01000013.1		GCF_900094855.1	1890302
2526	WP_335706362.1,WP_335706367.1	32183	38268	2217	1211	NZ_JBALOQ010000068.1		GCF_036962705.1	3122960
2527	WP_335491148.1,WP_335491155.1	96964	102236	2811	1210	NZ_JBALNQ010000037.1		GCF_036961885.1	86668
2528	WP_335419782.1,WP_420489575.1	14261	19521	2799	1210	NZ_JBALOO010000100.1		GCF_036962645.1	86668
2529	WP_232288807.1,WP_001031656.1	5127346	5131108	2924	1205	NZ_CM000726.1		GCF_000161115.1	526978
2530	WP_155113490.1,WP_155113495.1	25154	32435	2799	1204	NZ_WMIB01000021.1		GCF_009711125.1	1491830
2531	WP_449305955.1,WP_449305956.1	35617	39266	3651	1204	NZ_JBSEDV010000023.1		GCF_053570885.1	1404
2532	WP_430137041.1,WP_430137044.1	96842	100719	3879	1203	NZ_JBCNAD010000029.1		GCF_050477905.1	363869
2533	WP_016126704.1,WP_002168868.1	1121139	1125004	3870	1201	NZ_CM000742.1		GCF_000003925.1	526997
2534	WP_002168868.1,WP_016126704.1	466397	470262	3870	1201	NZ_LABT01000038.1		GCF_001044935.1	1405
2535	WP_002166126.1,WP_002166125.1	1154691	1158556	3870	1201	NZ_CM000719.1		GCF_000160975.1	1405
2536	WP_033706550.1,WP_033706551.1	1148953	1152818	3870	1201	NZ_CM000737.1		GCF_000161335.1	1405
2537	WP_016101526.1,WP_012260565.1	359003	362868	3870	1201	NZ_KB976279.1		GCF_000399145.1	1053224
2538	WP_002158825.1,WP_002158824.1	40695	44560	3870	1201	NZ_KB976439.1		GCF_000399245.1	1053218
2539	WP_012260565.1,WP_016101526.1	496785	500650	3870	1201	NZ_KB976677.1		GCF_000399425.1	1053236
2540	WP_016104213.1,WP_016104214.1	256605	260470	3870	1201	NZ_KB976798.1		GCF_000399525.1	1053231
2541	WP_002158824.1,WP_002158825.1	1089289	1093154	3870	1201	NZ_JH792113.1		GCF_000291155.1	1053219
2542	WP_002201329.1,WP_002201330.1	3862168	3866033	3870	1201	NZ_JH791996.1		GCF_000291295.1	1053189
2543	WP_002126028.1,WP_002126027.1	4183407	4187272	3870	1201	NZ_JH791991.1		GCF_000291315.1	1405
2544	WP_002126027.1,WP_002126028.1	1123590	1127455	3870	1201	NZ_JH792011.1		GCF_000291335.1	1405
2545	WP_002202728.1,WP_002202729.1	1011170	1015035	3870	1201	NZ_JH804629.1		GCF_000293545.1	1053193
2546	WP_002126027.1,WP_002126028.1	1134148	1138013	3870	1201	NZ_JH804642.1		GCF_000293605.1	1405
2547	WP_002135041.1,WP_002135043.1	699327	703192	3870	1201	NZ_JH804672.1		GCF_000293705.1	1053201
2548	WP_044437842.1,WP_044437844.1	114903	118768	3870	1201	NZ_JYFS01000003.1		GCF_000931375.1	1405
2549	WP_002186383.1,WP_002186384.1	4063477	4067342	3870	1201	NZ_JH791837.1		GCF_000290695.1	1405
2550	WP_002168868.1,WP_002168869.1	4020570	4024435	3870	1201	NZ_JH792251.1		GCF_000290895.1	1405
2551	WP_002166125.1,WP_002166126.1	3524525	3528390	3870	1201	NZ_JH792310.1		GCF_000290915.1	1053226
2552	WP_002086902.1,WP_002086901.1	476309	480174	3870	1201	NZ_KE150044.1		GCF_000290975.2	718224
2553	WP_002149729.1,WP_002149730.1	4133701	4137566	3870	1201	NZ_JH792148.1		GCF_000291075.1	1053206
2554	WP_002168868.1,WP_033708900.1	66366	70231	3870	1201	NZ_BAUY01000046.1		GCF_000513155.1	1220585
2555	WP_033730641.1,WP_033730642.1	130755	134620	3870	1201	NZ_ASPY01000059.1		GCF_000517985.1	1227358
2556	WP_016094522.1,WP_016094523.1	1024100	1027965	3870	1201	NZ_KB976125.1		GCF_000398965.1	1053205
2557	WP_016093041.1,WP_016093042.1	1219434	1223299	3870	1201	NZ_KB976153.1		GCF_000398985.1	1053204
2558	WP_016126704.1,WP_002168868.1	1126193	1130058	3870	1201	NZ_KB976196.1		GCF_000399045.1	1405
2559	WP_060751878.1,WP_060751879.1	13934	17799	3870	1201	NZ_LRPH01000096.1		GCF_001541985.1	1405
2560	WP_059037493.1,WP_016126704.1	48144	52009	3870	1201	NZ_LLWA01000032.1		GCF_001484805.1	1405
2561	WP_002168868.1,WP_033708900.1	3546041	3549906	3870	1201	NZ_CP009746.1		GCF_000775975.1	1405
2562	WP_012260565.1,WP_002140888.1	1231816	1235681	3870	1201	NC_010184.1		GCF_000018825.1	315730
2563	WP_002126028.1,WP_002126027.1	475200	479065	3870	1201	NZ_LJKG01000058.1		GCF_001619505.1	1405
2564	WP_002168868.1,WP_016126704.1	4491701	4495566	3870	1201	NZ_CP009692.1		GCF_000832605.1	1405
2565	WP_071744697.1,WP_071744698.1	70570	74435	3870	1201	NZ_MACH01000054.1		GCF_001884065.1	2026192
2566	WP_078173288.1,WP_002158825.1	115865	119730	3870	1201	NZ_MUAG01000003.1		GCF_002014485.1	1396
2567	WP_078202974.1,WP_078202975.1	238795	242660	3870	1201	NZ_MUAH01000001.1		GCF_002014505.1	1405
2568	WP_078175523.1,WP_078175525.1	88467	92332	3870	1201	NZ_MUAI01000002.1		GCF_002014535.1	1405
2569	WP_078179013.1,WP_078179014.1	4772	8637	3870	1201	NZ_MUAK01000117.1		GCF_002014545.1	1405
2570	WP_002158825.1,WP_078180050.1	115523	119388	3870	1201	NZ_MUAL01000008.1		GCF_002014575.1	1396
2571	WP_078204676.1,WP_063217400.1	102576	106441	3870	1201	NZ_MUAJ01000006.1		GCF_002014585.1	1396
2572	WP_078184120.1,WP_002168868.1	194373	198238	3870	1201	NZ_MUAS01000001.1		GCF_002014655.1	1405
2573	WP_078202975.1,WP_078206340.1	367978	371843	3870	1201	NZ_MUAT01000002.1		GCF_002014695.1	1405
2574	WP_002168868.1,WP_016126704.1	26939	30804	3870	1201	NZ_MUAR01000013.1		GCF_002014715.1	1405
2575	WP_070146332.1,WP_070146333.1	185421	189286	3870	1201	NZ_LXLX01000021.1		GCF_001757905.1	1405
2576	WP_085309819.1,WP_085309821.1	1314985	1318850	3870	1201	NZ_CP020743.1		GCF_002104575.1	1405
2577	WP_070138955.1,WP_070138956.1	226472	230337	3870	1201	NZ_LXLM01000022.1		GCF_001757785.1	1405
2578	WP_070138955.1,WP_070138956.1	84163	88028	3870	1201	NZ_LXLN01000022.1		GCF_001757825.1	1405
2579	WP_070141331.1,WP_070141332.1	231572	235437	3870	1201	NZ_LXLT01000018.1		GCF_001757835.1	1405
2580	WP_070141331.1,WP_070141332.1	232757	236622	3870	1201	NZ_LXLU01000020.1		GCF_001757845.1	1405
2581	WP_070128133.1,WP_070128134.1	249210	253075	3870	1201	NZ_LXLW01000017.1		GCF_001757875.1	1405
2582	WP_088038139.1,WP_088038141.1	177471	181336	3870	1201	NZ_MRWV01000005.1		GCF_002118175.1	1405
2583	WP_087995544.1,WP_002186383.1	185444	189309	3870	1201	NZ_MRWW01000001.1		GCF_002118185.1	1405
2584	WP_002186383.1,WP_002186384.1	710589	714454	3870	1201	NZ_MRWU01000002.1		GCF_002118195.1	1405
2585	WP_002186383.1,WP_087995544.1	9608	13473	3870	1201	NZ_MRWS01000037.1		GCF_002118205.1	1405
2586	WP_071735069.1,WP_016128959.1	132568	136433	3870	1201	NZ_MAOC01000077.1		GCF_001884135.1	2026193
2587	WP_071770263.1,WP_071770264.1	128826	132691	3870	1201	NZ_MAOG01000019.1		GCF_001884205.1	1866314
2588	WP_088291230.1,WP_088291231.1	28964	32829	3870	1201	NZ_NIUP01000016.1		GCF_002200005.1	1405
2589	WP_088294076.1,WP_088294077.1	29418	33283	3870	1201	NZ_NIUO01000040.1		GCF_002200025.1	1405
2590	WP_088265871.1,WP_016126704.1	14347	18212	3870	1201	NZ_NIZC01000025.1		GCF_002200135.1	1405
2591	WP_002168868.1,WP_078422195.1	15554	19419	3870	1201	NZ_MUAN01000012.1		GCF_002021835.1	1405
2592	WP_070146332.1,WP_070146333.1	245183	249048	3870	1201	NZ_LXLO01000022.1		GCF_001757915.1	1405
2593	WP_070128134.1,WP_070128133.1	63737	67602	3870	1201	NZ_LXLP01000021.1		GCF_001757935.1	1405
2594	WP_070146332.1,WP_070146333.1	123190	127055	3870	1201	NZ_LXLR01000024.1		GCF_001757965.1	1405
2595	WP_070128133.1,WP_070128134.1	249210	253075	3870	1201	NZ_LXLS01000016.1		GCF_001757985.1	1405
2596	WP_070141331.1,WP_070141332.1	231572	235437	3870	1201	NZ_LXLV01000019.1		GCF_001757995.1	1405
2597	WP_070146332.1,WP_070146333.1	185475	189340	3870	1201	NZ_LXLY01000027.1		GCF_001758015.1	1405
2598	WP_071151079.1,WP_071151080.1	182075	185940	3870	1201	NZ_LXLQ01000022.1		GCF_001855755.1	1405
2599	WP_088035047.1,WP_088035050.1	187317	191182	3870	1201	NZ_NFDG01000133.1		GCF_002146725.1	339658
2600	WP_078202975.1,WP_088045869.1	1064486	1068351	3870	1201	NZ_NFDI01000062.1		GCF_002146775.1	1405
2601	WP_097830091.1,WP_097830092.1	342437	346302	3870	1201	NZ_NVLJ01000007.1		GCF_002550375.1	1396
2602	WP_098167285.1,WP_098167286.1	228342	232207	3870	1201	NZ_NUCL01000001.1		GCF_002554935.1	1405
2603	WP_128855430.1,WP_128855431.1	6391	10256	3870	1201	NZ_ALBR01000074.1		GCF_002081505.1	360310
2604	WP_097830091.1,WP_097830092.1	29247	33112	3870	1201	NZ_NTUE01000009.1		GCF_002561265.1	1396
2605	WP_002168868.1,WP_016126704.1	473104	476969	3870	1201	NZ_MKZQ01000035.1		GCF_002909185.1	1405
2606	WP_016126704.1,WP_002168868.1	39923	43788	3870	1201	NZ_MKZP01000002.1		GCF_002909205.1	1405
2607	WP_001061616.1,WP_098499926.1	33976	37841	3870	1201	NZ_NUXC01000022.1		GCF_002564815.1	1396
2608	WP_097830091.1,WP_097830092.1	303700	307565	3870	1201	NZ_NUXX01000001.1		GCF_002565695.1	1396
2609	WP_097830092.1,WP_097830091.1	30157	34022	3870	1201	NZ_NUJQ01000041.1		GCF_002576065.1	1396
2610	WP_070141331.1,WP_070141332.1	33960	37825	3870	1201	NZ_NULO01000059.1		GCF_002577365.1	1396
2611	WP_098635433.1,WP_098635434.1	82549	86414	3870	1201	NZ_NVFI01000009.1		GCF_002569385.1	1405
2612	WP_002126028.1,WP_098632987.1	119825	123690	3870	1201	NZ_NVGU01000022.1		GCF_002568935.1	1405
2613	WP_098776249.1,WP_098776250.1	11333	15198	3870	1201	NZ_NUHO01000028.1		GCF_002575205.1	1396
2614	WP_098763110.1,WP_098763111.1	436385	440250	3870	1201	NZ_NUIL01000001.1		GCF_002576595.1	1396
2615	WP_097830092.1,WP_097830091.1	76843	80708	3870	1201	NZ_NUGR01000018.1		GCF_002574955.1	1396
2616	WP_105584204.1,WP_105584205.1	518971	522836	3870	1201	NZ_PCNZ01000001.1		GCF_002975175.1	1848605
2617	WP_002186383.1,WP_002126027.1	108823	112688	3870	1201	NZ_PCOH01000007.1		GCF_002976445.1	1827287
2618	WP_098988187.1,WP_002201329.1	207546	211411	3870	1201	NZ_NUOX01000008.1		GCF_002585905.1	1396
2619	WP_033708900.1,WP_137076169.1	40095	43960	3870	1201	NZ_SZOC01000060.1		GCF_005217685.1	1405
2620	WP_137058956.1,WP_085309819.1	13067	16932	3870	1201	NZ_SZOD01000780.1		GCF_005217805.1	1405
2621	WP_071735069.1,WP_090813020.1	961271	965136	3870	1201	NZ_VEMS01000001.1		GCF_007682355.1	2026193
2622	WP_078179013.1,WP_078179014.1	219807	223672	3870	1201	NZ_QNUA01000018.1		GCF_008042285.1	2217833
2623	WP_071735069.1,WP_090813020.1	107697	111562	3870	1201	NZ_VEKU01000005.1		GCF_007681365.1	2026193
2624	WP_113733618.1,WP_113733619.1	124291	128156	3870	1201	NZ_NADV01000004.1		GCF_003264175.1	1969379
2625	WP_002168868.1,WP_113709010.1	28161	32026	3870	1201	NZ_NADT01000008.1		GCF_003264205.1	1969377
2626	WP_131246137.1,WP_131246138.1	233806	237671	3870	1201	NZ_SJQD01000003.1		GCF_004330345.1	1405
2627	WP_131229755.1,WP_131229758.1	82494	86359	3870	1201	NZ_SJQA01000001.1		GCF_004330435.1	1405
2628	WP_144508432.1,WP_144508433.1	6823	10688	3870	1201	NZ_VDZL01000163.1		GCF_007673305.1	1405
2629	WP_002126028.1,WP_098632987.1	1105541	1109406	3870	1201	NZ_VEAE01000001.1		GCF_007673715.1	1405
2630	WP_149190273.1,WP_149190274.1	1242610	1246475	3870	1201	NZ_CP031071.1		GCF_008274925.1	1405
2631	WP_070146332.1,WP_070146333.1	246678	250543	3870	1201	NZ_JAEHBM010000003.1		GCF_016483645.1	1396
2632	WP_199714916.1,WP_199714917.1	212066	215931	3870	1201	NZ_JAEHBL010000002.1		GCF_016483665.1	1396
2633	WP_002186383.1,WP_199626847.1	120278	124143	3870	1201	NZ_JAEHCJ010000004.1		GCF_016483175.1	2794595
2634	WP_199659825.1,WP_199659826.1	182167	186032	3870	1201	NZ_JAEHCF010000004.1		GCF_016483205.1	1396
2635	WP_199709461.1,WP_002158825.1	95368	99233	3870	1201	NZ_JAEHCG010000008.1		GCF_016483265.1	1396
2636	WP_002168868.1,WP_113709010.1	72126	75991	3870	1201	NZ_JAEHCE010000004.1		GCF_016483295.1	2794593
2637	WP_088291231.1,WP_088291230.1	1711751	1715616	3870	1201	NZ_LDHL01000015.1		GCF_015845385.1	1405
2638	WP_002186383.1,WP_002188805.1	470489	474354	3870	1201	NZ_LDHM01000047.1		GCF_015845395.1	1405
2639	WP_193645715.1,WP_193645716.1	235077	238942	3870	1201	NZ_VOVA01000002.1		GCF_015071065.1	1396
2640	WP_044437842.1,WP_193652814.1	117464	121329	3870	1201	NZ_VOVC01000010.1		GCF_015071105.1	1405
2641	WP_193654887.1,WP_193654889.1	234237	238102	3870	1201	NZ_VOVB01000001.1		GCF_015071115.1	1396
2642	WP_113733618.1,WP_193663444.1	125498	129363	3870	1201	NZ_VRME01000007.1		GCF_015071215.1	1405
2643	WP_197218798.1,WP_002186384.1	121005	124870	3870	1201	NZ_LDGT01000006.1		GCF_015845055.1	1405
2644	WP_201032698.1,WP_085309821.1	950970	954835	3870	1201	NZ_JAEKFM010000007.1		GCF_016650565.1	2796414
2645	WP_085309821.1,WP_201032698.1	787862	791727	3870	1201	NZ_JAEKFK010000012.1		GCF_016650615.1	2796409
2646	WP_002166125.1,WP_002166126.1	1282434	1286299	3870	1201	NZ_JAEKEY010000002.1		GCF_016650875.1	2796395
2647	WP_033706551.1,WP_201039726.1	621235	625100	3870	1201	NZ_JAEKEU010000009.1		GCF_016650935.1	2796391
2648	WP_201034878.1,WP_085309821.1	952260	956125	3870	1201	NZ_JAEKES010000006.1		GCF_016650995.1	2796389
2649	WP_085309821.1,WP_201034878.1	1807013	1810878	3870	1201	NZ_JAEKER010000001.1		GCF_016651015.1	2796388
2650	WP_201066473.1,WP_201066475.1	927425	931290	3870	1201	NZ_JAEKEO010000010.1		GCF_016651075.1	2796385
2651	WP_201051589.1,WP_201051590.1	910302	914167	3870	1201	NZ_JAEKEN010000001.1		GCF_016651125.1	2796383
2652	WP_199626847.1,WP_002186383.1	949436	953301	3870	1201	NZ_JAEKEI010000002.1		GCF_016651225.1	2796378
2653	WP_219917532.1,WP_219917533.1	3914898	3918763	3870	1201	NZ_CP076653.1		GCF_018966865.1	2846779
2654	WP_016126704.1,WP_002168868.1	998133	1001998	3870	1201	NZ_CP065877.1		GCF_016117755.1	1405
2655	WP_204209191.1,WP_204209192.1	116740	120605	3870	1201	NZ_JAFEMR010000014.1		GCF_016892495.1	2803857
2656	WP_002186384.1,WP_002186383.1	171124	174989	3870	1201	NZ_LLZX01000229.1		GCF_021097345.1	1405
2657	WP_219301745.1,WP_219301746.1	457047	460912	3870	1201	NZ_JAHWJB010000002.1		GCF_019344915.1	2856338
2658	WP_219376106.1,WP_016093041.1	250011	253876	3870	1201	NZ_QKKC01000101.1		GCF_019389875.1	1405
2659	WP_215552742.1,WP_098167285.1	1529558	1533423	3870	1201	NZ_CP035997.1		GCF_018739485.1	1405
2660	WP_078179013.1,WP_078179014.1	1698161	1702026	3870	1201	NZ_CP035999.1		GCF_018739505.1	1405
2661	WP_215598946.1,WP_098167285.1	3881821	3885686	3870	1201	NZ_CP036004.1		GCF_018739525.1	1405
2662	WP_215587475.1,WP_215587476.1	1256189	1260054	3870	1201	NZ_CP036009.1		GCF_018739545.1	1405
2663	WP_061689066.1,WP_061689067.1	1250892	1254757	3870	1201	NZ_CP036017.1		GCF_018739625.1	1405
2664	WP_012260565.1,WP_016101526.1	1240014	1243879	3870	1201	NZ_CP036023.1		GCF_018739645.1	1405
2665	WP_215572557.1,WP_215572558.1	1252855	1256720	3870	1201	NZ_CP036026.1		GCF_018739665.1	1405
2666	WP_215555618.1,WP_215555619.1	1173486	1177351	3870	1201	NZ_CP036034.1		GCF_018739685.1	1405
2667	WP_215558172.1,WP_215558173.1	1224913	1228778	3870	1201	NZ_CP071808.1		GCF_018739705.1	1405
2668	WP_098167285.1,WP_215552742.1	1246947	1250812	3870	1201	NZ_CP036040.1		GCF_018740945.1	1405
2669	WP_215574610.1,WP_215574611.1	1228445	1232310	3870	1201	NZ_CP036043.1		GCF_018741005.1	1405
2670	WP_215584701.1,WP_215584702.1	1248930	1252795	3870	1201	NZ_CP036046.1		GCF_018741085.1	1405
2671	WP_078422195.1,WP_002168868.1	993223	997088	3870	1201	NZ_CP036057.1		GCF_018741145.1	1405
2672	WP_215590940.1,WP_215590941.1	1272220	1276085	3870	1201	NZ_CP036064.1		GCF_018741165.1	1405
2673	WP_098635434.1,WP_098635433.1	1338706	1342571	3870	1201	NZ_CP036084.1		GCF_018741465.1	1405
2674	WP_215576893.1,WP_215576892.1	117081	120946	3870	1201	NZ_CP036085.1		GCF_018741505.1	1405
2675	WP_215560980.1,WP_002186383.1	1239208	1243073	3870	1201	NZ_CP036099.1		GCF_018741565.1	1405
2676	WP_215580974.1,WP_215580976.1	1193051	1196916	3870	1201	NZ_CP035953.1		GCF_018736705.1	1405
2677	WP_131229755.1,WP_131229758.1	1192881	1196746	3870	1201	NZ_CP035962.1		GCF_018736725.1	1405
2678	WP_087995544.1,WP_215550877.1	1255205	1259070	3870	1201	NZ_CP035965.1		GCF_018736745.1	1405
2679	WP_215572557.1,WP_215572558.1	1183760	1187625	3870	1201	NZ_CP035974.1		GCF_018736765.1	1405
2680	WP_215584701.1,WP_215584702.1	1249228	1253093	3870	1201	NZ_CP035978.1		GCF_018739305.1	1405
2681	WP_098167285.1,WP_215552742.1	1250373	1254238	3870	1201	NZ_CP035984.1		GCF_018739365.1	1405
2682	WP_215587475.1,WP_215587476.1	3293832	3297697	3870	1201	NZ_CP035987.1		GCF_018739385.1	1405
2683	WP_078422195.1,WP_002168868.1	1254827	1258692	3870	1201	NZ_CP035994.1		GCF_018739445.1	1405
2684	WP_002188805.1,WP_002186383.1	1252828	1256693	3870	1201	NZ_CP036102.1		GCF_018741605.1	1405
2685	WP_212935705.1,WP_128282200.1	4544	8409	3870	1201	NZ_BOQD01000127.1		GCF_018332515.1	2817478
2686	WP_199626847.1,WP_002186383.1	1282012	1285877	3870	1201	NZ_CP036117.1		GCF_018741645.1	1405
2687	WP_215576892.1,WP_215576893.1	1279547	1283412	3870	1201	NZ_CP072057.1		GCF_018742045.1	1405
2688	WP_215560980.1,WP_002186383.1	1226448	1230313	3870	1201	NZ_CP072055.1		GCF_018742105.1	1405
2689	WP_078422195.1,WP_002168868.1	985850	989715	3870	1201	NZ_CP072061.1		GCF_018742185.1	1405
2690	WP_215587475.1,WP_215587476.1	1258634	1262499	3870	1201	NZ_CP072065.1		GCF_018742205.1	1405
2691	WP_098635434.1,WP_098635433.1	979575	983440	3870	1201	NZ_CP036121.1		GCF_018742225.1	1405
2692	WP_098988187.1,WP_002201329.1	1250369	1254234	3870	1201	NZ_CP036132.1		GCF_018742245.1	1405
2693	WP_215560980.1,WP_002186383.1	1912405	1916270	3870	1201	NZ_CP036137.1		GCF_018742265.1	1405
2694	WP_215566503.1,WP_002186383.1	1245722	1249587	3870	1201	NZ_CP036145.1		GCF_018742285.1	1405
2695	WP_016126704.1,WP_002168868.1	1248218	1252083	3870	1201	NZ_CP071811.1		GCF_018751995.1	1405
2696	WP_002168868.1,WP_033708900.1	586218	590083	3870	1201	NZ_JAKGBR020000002.1		GCF_022458665.2	1405
2697	WP_242309892.1,WP_242309895.1	223894	227759	3870	1201	NZ_JAKUGJ010000005.1		GCF_022663915.1	2920307
2698	WP_242237763.1,WP_242237764.1	15548	19413	3870	1201	NZ_JAKUGX010000033.1		GCF_022664195.1	2920293
2699	WP_044741014.1,WP_044741015.1	917926	921791	3870	1201	NZ_CP093844.1		GCF_022691145.1	2026193
2700	WP_256416064.1,WP_088098821.1	192147	196012	3870	1201	NZ_JANHDW010000005.1		GCF_024495135.1	1396
2701	WP_002186383.1,WP_215560980.1	286556	290421	3870	1201	NZ_JANHMR010000002.1		GCF_024498035.1	1405
2702	WP_033708900.1,WP_256491753.1	41818	45683	3870	1201	NZ_JANHMV010000032.1		GCF_024498055.1	1405
2703	WP_016101526.1,WP_012260565.1	78862	82727	3870	1201	NZ_JANHMU010000005.1		GCF_024498095.1	1405
2704	WP_262449553.1,WP_262449554.1	61898	65763	3870	1201	NZ_JAOPTI010000019.1		GCF_025519005.1	1405
2705	WP_219917532.1,WP_264540356.1	1192856	1196721	3870	1201	NZ_CP097257.1		GCF_025947955.1	1428
2706	WP_085309819.1,WP_241138947.1	1269767	1273632	3870	1201	NZ_CP092833.1		GCF_022532085.1	1405
2707	WP_215576892.1,WP_215576893.1	3099847	3103712	3870	1201	NZ_CP093291.1		GCF_022630575.1	1405
2708	WP_242246196.1,WP_242246197.1	226916	230781	3870	1201	NZ_JAKUDX010000002.1		GCF_022662615.1	2920371
2709	WP_002186384.1,WP_002186383.1	1257273	1261138	3870	1201	NZ_CP093835.1		GCF_022814785.1	1405
2710	WP_078206340.1,WP_078202975.1	936580	940445	3870	1201	NZ_JANCTB010000002.1		GCF_024297165.1	1405
2711	WP_263894713.1,WP_078202975.1	1261397	1265262	3870	1201	NZ_CP084035.1		GCF_025809295.1	2876713
2712	WP_016126704.1,WP_002168868.1	1251698	1255563	3870	1201	NZ_CP118958.1		GCF_029024805.1	1405
2713	WP_097830091.1,WP_097830092.1	1237487	1241352	3870	1201	NZ_CP089518.1		GCF_025917685.1	1396
2714	WP_113709010.1,WP_002168868.1	268247	272112	3870	1201	NZ_JASDBX010000005.1		GCF_030016355.1	1405
2715	WP_016093042.1,WP_016093041.1	334455	338320	3870	1201	NZ_RXFX01000001.1		GCF_027306445.1	1405
2716	WP_098988187.1,WP_002201329.1	1247103	1250968	3870	1201	NZ_CP128107.1		GCF_030291955.1	1396
2717	WP_002201329.1,WP_098988187.1	833570	837435	3870	1201	NZ_CP128166.1		GCF_030291975.1	1396
2718	WP_002166126.1,WP_002166125.1	1268809	1272674	3870	1201	NZ_CP128112.1		GCF_030292015.1	1405
2719	WP_113709010.1,WP_002168868.1	1244180	1248045	3870	1201	NZ_CP128137.1		GCF_030292115.1	1405
2720	WP_002186384.1,WP_309514643.1	483063	486928	3870	1201	NZ_JAVIVY010000003.1		GCF_031324095.1	1405
2721	WP_113709010.1,WP_002168868.1	1284455	1288320	3870	1201	NZ_CP128129.1		GCF_030292205.1	1405
2722	WP_113709010.1,WP_002168868.1	1288442	1292307	3870	1201	NZ_CP128149.1		GCF_030292225.1	1405
2723	WP_289358468.1,WP_289358469.1	1202379	1206244	3870	1201	NZ_JAUCFS010000005.1		GCF_030348325.1	2817478
2724	WP_289358468.1,WP_289358469.1	1201407	1205272	3870	1201	NZ_JAUCFH010000001.1		GCF_030348535.1	2817478
2725	WP_289358468.1,WP_289358469.1	1202896	1206761	3870	1201	NZ_JAUCFG010000002.1		GCF_030348585.1	2817478
2726	WP_002126027.1,WP_002126028.1	70210	74075	3870	1201	NZ_VLYU01000001.1		GCF_031317085.1	1405
2727	WP_002166126.1,WP_002166125.1	1249968	1253833	3870	1201	NZ_CP131924.1		GCF_030704245.1	1405
2728	WP_044437842.1,WP_289403402.1	1260698	1264563	3870	1201	NZ_JAUCFB010000001.1		GCF_030348665.1	1405
2729	WP_098988187.1,WP_002201329.1	1263371	1267236	3870	1201	NZ_JAUCFA010000002.1		GCF_030348675.1	1396
2730	WP_002168868.1,WP_016126704.1	227244	231109	3870	1201	NZ_VKPV01000014.1		GCF_031316615.1	1405
2731	WP_201066473.1,WP_201066475.1	1244040	1247905	3870	1201	NZ_CP136372.1		GCF_032681085.1	1405
2732	WP_002166126.1,WP_002166125.1	1287569	1291434	3870	1201	NZ_CP136381.1		GCF_032681105.1	1405
2733	WP_242309892.1,WP_305927212.1	1218438	1222303	3870	1201	NZ_CP132065.1		GCF_030718825.1	1405
2734	WP_002186383.1,WP_002186384.1	767231	771096	3870	1201	NZ_JARMBR010000017.1		GCF_036211445.1	1405
2735	WP_016126704.1,WP_002168868.1	176702	180567	3870	1201	NZ_JARMBT010000011.1		GCF_036211485.1	1405
2736	WP_002168868.1,WP_016126704.1	227267	231132	3870	1201	NZ_JARMBU010000008.1		GCF_036211545.1	1405
2737	WP_113709010.1,WP_002168868.1	89255	93120	3870	1201	NZ_JARLYS010000014.1		GCF_036209935.1	1405
2738	WP_327816843.1,WP_327816844.1	53490	57355	3870	1201	NZ_JARMCS010000003.1		GCF_036211985.1	2026192
2739	WP_002168868.1,WP_016126704.1	537637	541502	3870	1201	NZ_JARMDH010000006.1		GCF_036212265.1	1405
2740	WP_098635434.1,WP_098635433.1	183823	187688	3870	1201	NZ_JARMAH010000003.1		GCF_036210735.1	1405
2741	WP_088035050.1,WP_088035047.1	28997	32862	3870	1201	NZ_JARMAJ010000117.1		GCF_036210745.1	1405
2742	WP_215576892.1,WP_215576893.1	89952	93817	3870	1201	NZ_JARMAI010000018.1		GCF_036210755.1	1405
2743	WP_033708900.1,WP_002168868.1	172185	176050	3870	1201	NZ_JARMAZ010000017.1		GCF_036211105.1	1405
2744	WP_326997655.1,WP_215590941.1	89649	93514	3870	1201	NZ_JARSHE010000038.1		GCF_036009945.1	1405
2745	WP_215590941.1,WP_326997655.1	120773	124638	3870	1201	NZ_JARSHF010000027.1		GCF_036009965.1	1405
