Organism	Scaffold	Start	End	Score	WP_020634191.1	WP_020634193.1	WP_020634194.1	WP_020634195.1	WP_020634196.1	WP_020634197.1	WP_020634198.1	WP_020634199.1	WP_020634200.1	WP_020634201.1	WP_020634202.1	WP_020634203.1	WP_143267610.1
GCF_043520075.1	NZ_JAXCMK010000014.1	18955	23878	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_037168165.1	NZ_JBAKEH010000001.1	591089	594954	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_052691895.1	NZ_JBQZGC010000013.1	28137	32002	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036209605.1	NZ_JARLYE010000015.1	210706	214571	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051915725.1	NZ_JBQAFI010000003.1	180685	184550	1234.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051782405.1	NZ_JBPWLE010000011.1	115347	119212	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_038971285.1	NZ_CP152427.1	1235416	1239281	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002572045.1	NZ_NVJF01000141.1	17818	21683	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_947494345.1	NZ_CANLUV010000005.1	147935	153152	728.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_028751175.1	NZ_CP067069.1	1264336	1268201	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_977013925.1	NZ_CDRNIM010000002.1	744185	746514	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_049902185.1	NZ_CP094422.1	1210660	1214525	1251.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_042720205.1	NZ_JBHXNC010000037.1	946	3275	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_054053245.1	NZ_JBSHYC010000053.1	10731	15567	1190.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000182055.1	NZ_ABLT01000006.1	198055	201920	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_052143365.1	NZ_CP197343.1	2763890	2766219	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050268345.1	NZ_JBNNGP010000002.1	1170871	1174736	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_046221385.1	NZ_JBJYFG010000001.1	472198	476063	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051780105.1	NZ_JBPWHC010000003.1	55146	59011	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_038630815.1	NZ_CP152043.1	1556546	1558875	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030223165.1	NZ_JAPNQJ010000001.1	355411	359276	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_021655015.1	NZ_AP022915.1	1295047	1298912	1217.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001305855.1	NZ_LIXZ01000002.1	314105	320242	1298.0000	0	0	0	0	1	0	0	0	0	1	0	0	0
GCF_036208705.1	NZ_JARLWN010000006.1	173167	175496	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_026786975.1	NZ_JALJSL010000021.1	173140	175469	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000359425.1	NZ_CAVC010000019.1	35738	39603	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050627195.1	NZ_JBNTKJ010000008.1	90152	94017	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_048128245.1	NZ_JBHFXG010000003.1	350274	354139	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050457225.1	NZ_JBCMIY010000022.1	83626	87491	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_035823455.1	NZ_JARTBQ010000002.1	23549	25878	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036621115.1	NZ_JAZICQ010000004.1	459945	463810	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051411255.1	NZ_JBOIMV010000001.1	769665	771994	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_025946485.2	NZ_CP109872.2	1211205	1215070	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_044908795.1	NZ_JBIYDO010000001.1	76797	80662	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_009872685.1	NZ_WXXE01000200.1	17063	20928	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000793525.1	NZ_JTAP01000033.1	471151	475016	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_053895455.1	NZ_CP198968.1	1189836	1193701	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_038007065.1	NZ_JBBOWM010000001.1	4889338	4892997	1199.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_018141085.1	NZ_CP051013.1	1215795	1219660	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050629665.1	NZ_JBNTPC010000006.1	210109	213974	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_031455425.1	NZ_JAVDSS010000001.1	720580	722909	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_016758535.1	NZ_JADNQD010000016.1	55904	59769	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_035806855.1	NZ_JARRXE010000002.1	172594	177522	1243.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036620915.1	NZ_JAZICG010000064.1	16804	20669	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_018916645.1	NZ_JAHLNA010000012.1	289010	291339	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051783405.1	NZ_JBPWNC010000009.1	55111	58976	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_044751585.1	NZ_JBIXGB010000003.1	459925	463790	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_918180265.1	NZ_CAKJVL010000011.1	276875	280740	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051966215.1	NZ_JBQCLH010000016.1	242	7793	1945.0000	0	1	0	0	1	1	0	0	0	0	0	0	0
GCF_042680885.1	NZ_JBHUEO010000005.1	309795	315078	1408.0000	0	0	0	0	1	0	1	0	0	0	0	0	0
GCF_050457985.1	NZ_JBCMKK010000224.1	4658	8523	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050468605.1	NZ_JBCNRF010000012.1	181539	183868	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_025517185.1	NZ_JAOPRO010000009.1	82555	86420	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_021398835.1	NZ_CP090354.1	1641045	1643374	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_016119035.1	NZ_JACEVK010000002.1	88920	91249	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030291975.1	NZ_CP128166.1	833570	837435	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_026241365.1	NZ_JAPHWC010000012.1	19633	24556	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_013267455.1	NZ_CP053991.1	761182	765047	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_018741165.1	NZ_CP036064.1	1272220	1276085	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_928858585.1	NZ_CAKMXU010000001.1	1219642	1223507	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002570135.1	NZ_NVHO01000177.1	36564	40429	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027713585.1	NZ_JAQFQU010000028.1	12203	17006	1150.0000	0	0	1	0	1	0	0	0	0	0	0	0	0
GCF_027713585.1	NZ_JAQFQU010000008.1	62892	66757	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002356575.1	NZ_AP014833.1	4246814	4250679	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_022385235.1	NZ_CP092439.1	586421	591341	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036208585.1	NZ_JARLWG010000010.1	189906	192235	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_052646535.1	NZ_JBQXOP010000003.1	133493	137358	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_044764375.1	NZ_JBIWHZ010000001.1	476787	480652	1224.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_004009875.1	NZ_LDER01000228.1	9019	12884	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_023714765.1	NZ_JAMATQ010000002.1	454758	457087	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030757775.1	NZ_JAVBIS010000003.1	137927	141792	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051965975.1	NZ_JBQCLM010000003.1	416503	418832	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_017813795.1	NZ_JAGJDH010000003.1	57815	61680	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000783115.1	NZ_JTAA01000052.1	476403	480268	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_016650565.1	NZ_JAEKFM010000007.1	950970	954835	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_033842135.1	NZ_JAWXWD010000005.1	103665	107530	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051917095.1	NZ_JBQAHX010000010.1	200535	204400	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_009872725.1	NZ_WXWZ01000036.1	2816367	2820232	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_024396775.1	NZ_CP096824.1	1219164	1223029	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_022014795.1	NZ_CP091767.1	1219320	1223185	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002025335.1	NZ_MVKE01000009.1	111360	115225	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_010994475.1	NZ_NJQB01000022.1	234852	238717	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002999025.1	NZ_PVRS01000001.1	705160	709025	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050456665.1	NZ_JBCMHW010000009.1	248516	252381	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001541995.1	NZ_LRPI01000202.1	37489	41354	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_035871975.1	NZ_JAYSGU010000001.1	454732	457061	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_033485235.1	NZ_JAWLLB010000003.1	167800	171665	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_900177005.1	NZ_FWZG01000028.1	317465	321330	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000172815.1	NZ_ABRX01000001.1	225703	228032	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050463685.1	NZ_JBCMRD010000010.1	301668	305533	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000832965.1	NZ_CP009902.1	628117	631982	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001469685.1	NZ_LMAT01000011.1	85260	90180	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036209825.1	NZ_JARLYN010000036.1	25115	28980	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_052947595.1	NZ_CM129590.1	4090442	4094307	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_033841995.1	NZ_JAWXWJ010000003.1	110170	114035	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051781265.1	NZ_JBPWIZ010000016.1	84178	88043	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_047915635.1	NZ_JBLRVS010000004.1	769988	775371	1182.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_035816515.1	NZ_JARSWS010000028.1	30407	34272	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002276165.1	NZ_CP022983.1	1417990	1421816	1302.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_054459575.1	NZ_JBTLBW010000003.1	562095	565960	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_049902045.1	NZ_CP094439.1	1173220	1177085	1251.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036945905.1	NZ_JARJKT010000003.1	6560	10425	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_029222545.1	NZ_JARHXJ010000032.1	110556	114421	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_020686665.1	NZ_JAJESB010000001.1	662924	666789	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_009711125.1	NZ_WMIB01000021.1	25154	32435	1204.0000	0	1	0	0	1	0	0	0	0	0	0	0	0
GCF_037937215.1	NZ_JBBMKW010000001.1	1241979	1245844	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000782975.1	NZ_JSZR01000030.1	442985	446850	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050627545.1	NZ_JBNTKZ010000011.1	32135	36000	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_052180155.1	NZ_CP197480.1	670845	676228	1182.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051917165.1	NZ_JBQAIB010000003.1	241733	245598	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050456265.1	NZ_JBCMHC010000009.1	172728	176593	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_025518505.1	NZ_JAOPSX010000026.1	57433	61298	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_054765995.1	NZ_BAAIBR010000006.1	188730	192595	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051128625.1	NZ_CP148042.1	1377927	1382847	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_019656135.1	NZ_BPLG01000043.1	12366	16231	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_042193355.1	NZ_CP115870.1	1218870	1222735	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051915785.1	NZ_JBQAFJ010000002.1	311357	315222	1234.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000782875.1	NZ_JTAS01000075.1	67605	71470	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_026787105.1	NZ_JAKRQD010000035.1	29485	31814	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_054766995.1	NZ_BAAIAS010000003.1	175947	179812	1217.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027663005.1	NZ_JAQDIR010000007.1	140577	145497	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_037083625.1	NZ_JBAOJT010000002.1	447814	451679	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036962865.1	NZ_JBALLG010000018.1	57814	60143	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_024702005.1	NZ_JANLJR010000004.1	457596	461461	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_016483175.1	NZ_JAEHCJ010000004.1	120278	124143	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051917085.1	NZ_JBQAHW010000007.1	327966	331831	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051917085.1	NZ_JBQAHW010000012.1	48494	53297	1150.0000	0	0	1	0	1	0	0	0	0	0	0	0	0
GCF_025517905.1	NZ_JAOPRF010000001.1	473291	477156	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002553405.1	NZ_NVPD01000026.1	427	4292	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_022664075.1	NZ_JAKUGS010000001.1	169914	173779	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_900013465.1	NZ_FBXN01000028.1	111327	115192	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036688425.1	NZ_JBAFUI010000005.1	27901	31766	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_026108145.1	NZ_JAPDOF010000017.1	56330	60195	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027712565.1	NZ_JAQFPV010000024.1	6535	10400	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051780725.1	NZ_JBPWIH010000003.1	55218	59083	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_042159825.1	NZ_CP169877.1	599487	604407	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_023824095.1	NZ_CP085409.1	1201216	1205081	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_029536395.1	NZ_JARPRX010000003.1	21894	25759	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_041363315.1	NZ_JBGGPN010000003.1	109490	113355	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_028561495.1	NZ_JAQQPX010000002.1	489717	493582	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051782605.1	NZ_JBPWLO010000007.1	36044	39909	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002559365.1	NZ_NTZM01000027.1	67556	72502	1247.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_025518925.1	NZ_JAOPTJ010000001.1	1063520	1067385	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036211605.1	NZ_JARMBZ010000003.1	42620	46485	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001044585.1	NZ_JYPL01000290.1	2962	6827	1217.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_980654715.1	NZ_CEMBXE010000001.1	107105	109434	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030876775.1	NZ_JARVGB010000003.1	465794	469659	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036851535.1	NZ_JAFLOU010000001.1	1290008	1293873	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_009669265.1	NZ_RXZT01000073.1	25368	29233	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000793565.1	NZ_JSZZ01000012.1	443007	446872	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_018736765.1	NZ_CP035974.1	1183760	1187625	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036966945.1	NZ_JBALSI010000003.1	311832	314161	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_026787225.1	NZ_JAKRPX010000010.1	433575	435904	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_009872855.1	NZ_WXXJ01000020.1	63512	67377	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_025519005.1	NZ_JAOPTI010000019.1	61898	65763	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050481585.1	NZ_JBCNGK010000043.1	45706	49571	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001682865.1	NZ_MAQX01000001.1	738278	744186	1528.0000	0	1	0	0	1	0	0	0	0	0	0	0	0
GCF_029536385.1	NZ_JARPRQ010000004.1	114660	118525	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036621015.1	NZ_JAZICB010000005.1	35798	39663	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_054766955.1	NZ_BAAIAU010000012.1	51886	55751	1217.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_038008685.1	NZ_JBBOZQ010000001.1	4419355	4428648	2151.0000	0	2	0	0	1	0	0	0	0	0	0	0	0
GCF_044751485.1	NZ_JBIXFU010000004.1	473030	476895	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_038050385.1	NZ_JBBOTV010000001.1	3432895	3436760	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_017814255.1	NZ_JAGJDN010000003.1	290256	294121	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_980650405.1	NZ_CEMBGS010000002.1	48243	53626	1182.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_037623965.1	NZ_JAZBHD010000002.1	428184	432049	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_040459935.1	NZ_JARVHG010000001.1	1335997	1339862	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002077215.1	NZ_CP018100.1	1624457	1626786	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_049902125.1	NZ_CP094418.1	1180391	1184256	1251.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051783005.1	NZ_JBPWMI010000005.1	183023	186888	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027712525.1	NZ_JAQFPS010000009.1	75582	79447	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002146905.1	NZ_NFDQ01000075.1	219429	223294	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036211905.1	NZ_JARMCO010000017.1	156435	160300	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_017813895.1	NZ_JAGJCW010000001.1	246901	250766	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_052947815.1	NZ_CM129601.1	1279276	1283141	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_025519065.1	NZ_JAOPTN010000015.1	78804	82669	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_009872775.1	NZ_WXXB01000026.1	431312	435177	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051783345.1	NZ_JBPWMZ010000008.1	55111	58976	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_025519165.1	NZ_JAOPSA010000004.1	149524	153389	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_049444875.1	NZ_JBMSUD010000002.1	215323	219188	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_055685715.1	NZ_JBVOUZ010000003.1	1343257	1347122	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051915875.1	NZ_JBQAFO010000003.1	19028	22893	1234.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051779885.1	NZ_JBPWGS010000003.1	55218	59083	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_021654935.1	NZ_AP022886.1	1260448	1264313	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050628905.1	NZ_JBNTNO010000024.1	6538	10403	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050469465.1	NZ_JBCNSC010000012.1	186405	190270	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001757905.1	NZ_LXLX01000021.1	185421	189286	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_015071215.1	NZ_VRME01000007.1	125498	129363	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002998555.1	NZ_PVRA01000002.1	368636	370965	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036575505.1	NZ_JAZIBD010000035.1	35879	39744	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_038006125.1	NZ_JBBOUQ010000001.1	230096	233961	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050482765.1	NZ_JBCNIM010000013.1	443368	447233	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002525705.1	NZ_NRIZ01000002.1	442905	446770	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051780325.1	NZ_JBPWHN010000003.1	430184	434049	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030223185.1	NZ_JAPNQL010000002.1	8989	12854	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_003064015.1	NZ_QAEM01000003.1	473346	477211	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_022221225.1	NZ_CP076207.1	1219390	1223255	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030166675.1	NZ_CP126463.1	1219277	1223142	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000833125.1	NZ_CP010322.1	4164902	4168767	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_007666385.1	NZ_VDPB01000001.1	270513	274378	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050630065.1	NZ_JBNTPU010000004.1	171874	175739	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051783225.1	NZ_JBPWMT010000008.1	55111	58976	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027712325.1	NZ_JAQFPP010000001.1	338929	342794	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_008274925.1	NZ_CP031071.1	1242610	1246475	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_053606885.1	NZ_JBSGSM010000006.1	164866	168731	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_003063945.1	NZ_QAEG01000003.1	471682	475547	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027712725.1	NZ_JAQFPZ010000005.1	108263	112128	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_048537835.1	NZ_JBLOOZ010000001.1	65158	70541	1182.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002557155.1	NZ_NUBB01000014.1	171	4036	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000972825.1	NZ_LATH01000001.1	720750	723079	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050477265.1	NZ_JBCMYY010000063.1	38932	42797	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_046529595.1	NZ_CP128608.1	4090786	4094651	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_047291615.1	NZ_JBLBSH010000003.1	111143	115008	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_009669225.1	NZ_RXZV01000060.1	9262	13127	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050457725.1	NZ_JBCMJX010000014.1	82219	86084	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_038008825.1	NZ_JBBOZZ010000001.1	1180278	1182607	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000500585.1	NZ_AYPV01000009.1	1038094	1041959	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030222625.1	NZ_JAPNPI010000010.1	6585	10450	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_021654895.1	NZ_AP022874.1	1286891	1290756	1217.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
